category;dist_cycling;dist_km;dist_walking;google_id;google_web;palabra_clave;place_address;place_lat;place_lng;place_name;place_phone_number;place_types;place_web;school_address;school_id;school_lat;school_lng;school_name
leche y derivados;9 mins;1.4 km;19 mins;ChIJ8fSfPja1pBIRLVMAVR-OlvM;https://maps.google.com/?cid=17552372862944301869;cheese shop;Cam° de Ca la Madrona, 24, 08304 Matar¢, Barcelona, Spain;41.554155;2.453982;Fashionstrass brillantes;937 90 82 32;[u'jewelry_store', u'store', u'point_of_interest', u'establishment'];http://www.fashionstrass.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
pescados y derivados;7 mins;1.3 km;17 mins;ChIJWSOIlja1pBIRcb7GFgSrhX4;https://maps.google.com/?cid=9116881054731779697;pescaderia;Carrer Vapor Gordils, 7, 08304 Matar¢, Barcelona, Spain;41.5515211;2.4545873;Gran Blau;937 55 66 21;[u'store', u'point_of_interest', u'establishment'];http://www.granblau.net/es/contacto.php;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
pescados y derivados;8 mins;1.7 km;21 mins;ChIJGzUfJzG1pBIRGSrU9Xgy8N4;https://maps.google.com/?cid=16064395365932345881;pescaderia;Ctra. de Mata, 65, 08304 Matar¢, Barcelona, Spain;41.5481219;2.4518255;bonArea;937 90 94 48;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.bonarea.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
pescados y derivados;9 mins;1.8 km;22 mins;ChIJ7Ua-hTC1pBIRXW3JDSxTvC8;https://maps.google.com/?cid=3439715664079187293;peixateria;Carrer del Poeta Josep Punsola, 18, 08304 Matar¢, Barcelona, Spain;41.5480966;2.4510606;Peixateria Biada;;[u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
pescados y derivados;9 mins;1.8 km;23 mins;ChIJea-oCzq1pBIRbK7r-PeYPXk;https://maps.google.com/?cid=8736307042969169516;peixateria;Carrer de Pablo Picasso, 48, 08304 Matar¢, Barcelona, Spain;41.5491303;2.4503342;Peixateria D'arenys;;[u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
pescados y derivados;9 mins;1.5 km;20 mins;ChIJ-XXZOTa1pBIR-imCE1xdsY0;https://maps.google.com/?cid=10210044480271297018;fish shop;Cam° de Ca la Madrona, 20, 08304 Matar¢, Barcelona, Spain;41.554526;2.454693;Sweet Express SA;937 55 31 11;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.sidral.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
"grasas comentibles (excepto manteca)";8 mins;1.7 km;21 mins;ChIJGzUfJzG1pBIRGSrU9Xgy8N4;https://maps.google.com/?cid=16064395365932345881;botigues d'oli;Ctra. de Mata, 65, 08304 Matar¢, Barcelona, Spain;41.5481219;2.4518255;bonArea;937 90 94 48;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.bonarea.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
dulces y derivados de la miel;9 mins;1.5 km;20 mins;ChIJ-XXZOTa1pBIR-imCE1xdsY0;https://maps.google.com/?cid=10210044480271297018;golosinas;Cam° de Ca la Madrona, 20, 08304 Matar¢, Barcelona, Spain;41.554526;2.454693;Sweet Express SA;937 55 31 11;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.sidral.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
dulces y derivados de la miel;9 mins;1.6 km;20 mins;ChIJe5ZaEzm1pBIR7Ct3qgMx0WQ;https://maps.google.com/?cid=7264641565739920364;golosinas;Carrer Gänere de Punt, 11, 08304 Matar¢, Barcelona, Spain;41.5533784;2.4511503;Distribuciones Delfin Garcia SL;937 90 63 04;[u'point_of_interest', u'establishment'];http://www.distribucionesdelfin.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
dulces y derivados de la miel;16 mins;2.4 km;34 mins;ChIJ1yDJDje1pBIR2CZto442090;https://maps.google.com/?cid=15984179488723117784;golosinas;Pol. Ind. Vallveric, Carrer Remences, 60, 08304 Matar¢, Barcelona, Spain;41.557097;2.450887;Taymory;937 96 33 60;[u'clothing_store', u'store', u'point_of_interest', u'establishment'];http://www.taymory.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
dulces y derivados de la miel;10 mins;1.9 km;24 mins;ChIJN0woBDq1pBIRl1a1pZACxjc;https://maps.google.com/?cid=4018902537753417367;miel;Carrer Joan Mir¢, 1-3-5, 08304 Matar¢, Barcelona, Spain;41.5498164;2.4502249;Dia;912 17 04 53;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.dia.es/compra-online/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;8 mins;1.7 km;21 mins;ChIJGzUfJzG1pBIRGSrU9Xgy8N4;https://maps.google.com/?cid=16064395365932345881;supermecado e hipermercado;Ctra. de Mata, 65, 08304 Matar¢, Barcelona, Spain;41.5481219;2.4518255;bonArea;937 90 94 48;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.bonarea.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;9 mins;1.8 km;22 mins;ChIJj9DrhDC1pBIRtgptJjSBdiw;https://maps.google.com/?cid=3203890245903649462;supermecado e hipermercado;Carrer del Poeta Josep Punsola, 35, 08304 Matar¢, Barcelona, Spain;41.5483943;2.4508167;Condis;937 96 15 47;[u'bakery', u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.condis.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;10 mins;1.9 km;24 mins;ChIJN0woBDq1pBIRl1a1pZACxjc;https://maps.google.com/?cid=4018902537753417367;supermecado e hipermercado;Carrer Joan Mir¢, 1-3-5, 08304 Matar¢, Barcelona, Spain;41.5498164;2.4502249;Dia;912 17 04 53;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.dia.es/compra-online/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;7 mins;1.4 km;17 mins;ChIJJVto7Da1pBIRZq4mfugaJLc;https://maps.google.com/?cid=13196702393953594982;supermarket;Carrer Vapor Gordils, 11, 08304 Matar¢, Barcelona, Spain;41.5517571;2.454034;Hostelma;937 40 91 71;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.hostelma.net/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;9 mins;1.7 km;21 mins;ChIJQ4snlzC1pBIR873nG2lwuGs;https://maps.google.com/?cid=7762077554515099123;supermarket;Carrer Santiago Rusi§ol, 34, 08304 Matar¢, Barcelona, Spain;41.548638;2.4513384;Coalinent Supermercat de Aliment;937 96 22 04;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.propla.net/coaliment;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;8 mins;1.7 km;21 mins;ChIJW7mf8zC1pBIRgtt5DekInU8;https://maps.google.com/?cid=5736751297386371970;grocery store;Ctra. de Mata, 65, 08304 Matar¢, Barcelona, Spain;41.548059;2.451922;Corporaci¢n Alimentaria Guissona S A;937 90 99 44;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;9 mins;1.8 km;22 mins;ChIJy-DRsjC1pBIR2po-XJnJZY4;https://maps.google.com/?cid=10260828986548329178;grocery store;Carrer Joan Mir¢, 38, 08304 Matar¢, Barcelona, Spain;41.5501615;2.4512606;Vicente Molero Rodr°guez;937 55 11 90;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;16 mins;2.4 km;34 mins;ChIJw5JYeUi1pBIRaqRB27JS0B4;https://maps.google.com/?cid=2220365544429823082;grocery store;Carrer dels Remences, 52, 08304 Matar¢, Barcelona, Spain;41.5573083;2.4507907;Boter Alimentacio, SL.;666 53 04 34;[u'liquor_store', u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.pigot.es/boter;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
establecimientos polivalentes;8 mins;1.4 km;19 mins;ChIJvcJbXxi0pBIRCSWqU11RTyo;https://maps.google.com/?cid=3048744934030583049;congelados;Carrer Foneria, 22, 08304 Matar¢, Barcelona, Spain;41.5541365;2.4530379;Eudec;937 03 28 28;[u'food', u'point_of_interest', u'establishment'];http://www.eudecfood.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.8 km;23 mins;ChIJ_ZUqqDC1pBIRtUifsneqN5s;https://maps.google.com/?cid=11184595630672529589;panaderia;Carrer del Poeta Josep Punsola, 08304 Matar¢, Barcelona, Spain;41.549713;2.4504993;Panaderia;;[u'bakery', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.8 km;23 mins;ChIJaRDXvyi1pBIRuyXu2RuzCng;https://maps.google.com/?cid=8649922966520210875;panaderia;Carrer Colïmbia, 72, 08304 Matar¢, Barcelona, Spain;41.5479221;2.4506626;Forn de Pa D°az;937 90 10 94;[u'bakery', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.8 km;22 mins;ChIJs5U6ojC1pBIRomhkc_w7wEE;https://maps.google.com/?cid=4737852763447519394;panaderia;Carrer del Poeta Josep Punsola, 49, 08304 Matar¢, Barcelona, Spain;41.5490585;2.4508785;Pastisseria E Latifa;;[u'bakery', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;16 mins;2.5 km;36 mins;ChIJgUKC4Ee1pBIR5gLelCyMMEQ;https://maps.google.com/?cid=4913581316565238502;panaderia;Carrer dels Remences, 80, 08304 Matar¢, Barcelona, Spain;41.5564401;2.4503451;Tecnotrade Bakery System Lines Group;;[u'bakery', u'food', u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.8 km;22 mins;ChIJj9DrhDC1pBIRtgptJjSBdiw;https://maps.google.com/?cid=3203890245903649462;panaderia;Carrer del Poeta Josep Punsola, 35, 08304 Matar¢, Barcelona, Spain;41.5483943;2.4508167;Condis;937 96 15 47;[u'bakery', u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.condis.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;7 mins;1.4 km;18 mins;ChIJn9Zf-Ta1pBIRce2AVmo4FAA;https://maps.google.com/?cid=5691528903191921;panaderia;Carrer dels Remences, 80, 08304 Matar¢, Barcelona, Spain;41.5507688;2.453237;Maquinaria para panaderias Tecnotradegroup;937 90 78 82;[u'food', u'point_of_interest', u'establishment'];http://www.tecnotradegroup.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;8 mins;1.7 km;21 mins;ChIJGzUfJzG1pBIRGSrU9Xgy8N4;https://maps.google.com/?cid=16064395365932345881;panaderia;Ctra. de Mata, 65, 08304 Matar¢, Barcelona, Spain;41.5481219;2.4518255;bonArea;937 90 94 48;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.bonarea.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;8 mins;1.4 km;19 mins;ChIJvcJbXxi0pBIRCSWqU11RTyo;https://maps.google.com/?cid=3048744934030583049;panaderia;Carrer Foneria, 22, 08304 Matar¢, Barcelona, Spain;41.5541365;2.4530379;Eudec;937 03 28 28;[u'food', u'point_of_interest', u'establishment'];http://www.eudecfood.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;14 mins;2.1 km;26 mins;ChIJ0du7tcVKuxIRz2FGU4qqZhs;https://maps.google.com/?cid=1974452997727871439;panaderia;Veãnat de Mata, 59, 08301 Matar¢, Barcelona, Spain;41.5486283;2.4723128;Les Cinc Senies;937 90 70 77;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://lescincsenies.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.5 km;20 mins;ChIJ-XXZOTa1pBIR-imCE1xdsY0;https://maps.google.com/?cid=10210044480271297018;pasteleria;Cam° de Ca la Madrona, 20, 08304 Matar¢, Barcelona, Spain;41.554526;2.454693;Sweet Express SA;937 55 31 11;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.sidral.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.4 km;19 mins;ChIJj6JSOTa1pBIRMVogSSuVP-U;https://maps.google.com/?cid=16519085971361258033;pasteleria;C/ de CA la Madrona, 24, 08304 Matar¢, Barcelona, Spain;41.554148;2.45392;adell&pi§a slu;937 90 82 32;[u'store', u'point_of_interest', u'establishment'];http://www.fashionstrass.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;9 mins;1.4 km;19 mins;ChIJ8fSfPja1pBIRLVMAVR-OlvM;https://maps.google.com/?cid=17552372862944301869;pasteleria;Cam° de Ca la Madrona, 24, 08304 Matar¢, Barcelona, Spain;41.554155;2.453982;Fashionstrass brillantes;937 90 82 32;[u'jewelry_store', u'store', u'point_of_interest', u'establishment'];http://www.fashionstrass.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;15 mins;2.2 km;33 mins;ChIJlYvcKUa1pBIRKT-QgKai1EY;https://maps.google.com/?cid=5103883113722822441;pasteleria;Carrer dels Remences, 15, 08304 Matar¢, Barcelona, Spain;41.558483;2.450337;Trepat Diet, S.L.;902 31 32 41;[u'pharmacy', u'health', u'store', u'point_of_interest', u'establishment'];http://www.trepatdiet.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
harinas y derivados;8 mins;1.4 km;19 mins;ChIJAZFpTDa1pBIRnaIcxiLYc9k;https://maps.google.com/?cid=15669105172416340637;bakery;Cam° de Ca la Madrona, 11, 08304 Matar¢, Barcelona, Spain;41.5534954;2.4527026;IRTA DOSITECNO;937 96 26 68;[u'point_of_interest', u'establishment'];http://www.i-dositecno.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
helados y horchatas;9 mins;1.6 km;20 mins;ChIJ15ZFlDe1pBIR9OG5wu7RtYw;https://maps.google.com/?cid=10139240959493923316;gelateria;Carrer Gänere de Punt, 14, 08304 Matar¢, Barcelona, Spain;41.5537545;2.4518295;Comercial de Hosteleria Anma SA;938 61 17 77;[u'food', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
helados y horchatas;14 mins;2.1 km;26 mins;ChIJ0du7tcVKuxIRz2FGU4qqZhs;https://maps.google.com/?cid=1974452997727871439;ice cream;Veãnat de Mata, 59, 08301 Matar¢, Barcelona, Spain;41.5486283;2.4723128;Les Cinc Senies;937 90 70 77;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://lescincsenies.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.6 km;20 mins;ChIJm83V4DC1pBIRrfhgTeFqxbA;https://maps.google.com/?cid=12737704636985702573;bar;Ctra. de Mata, 79, 08304 Matar¢, Barcelona, Spain;41.5487558;2.4525207;Bar Nati;;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.7 km;21 mins;ChIJseieADG1pBIRBXbhpSxgl44;https://maps.google.com/?cid=10274786819746919941;bar;Plaáa Tur¢ de Mata, 12, 08304 Matar¢, Barcelona, Spain;41.5476296;2.4531951;Bar Frankfurt Genesis;;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.8 km;23 mins;ChIJ-wYZezC1pBIRvHQ_DgWpWmg;https://maps.google.com/?cid=7519508367027434684;bar;Carrer de Mata, 34, 08301 Matar¢, Barcelona, Spain;41.5472573;2.4513111;Bar Salobre§a;937 90 36 87;[u'bar', u'point_of_interest', u'establishment'];https://m.facebook.com/BarSalobrena/?fref=nf;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.8 km;23 mins;ChIJOwXPoDC1pBIRCCwmnqFLmIQ;https://maps.google.com/?cid=9554469766981626888;bar;Carrer de Pablo Picasso, 62, 08304 Matar¢, Barcelona, Spain;41.5492316;2.4506295;Bar Cots;;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.9 km;24 mins;ChIJnTTXgDq1pBIRg7AVTn-TExA;https://maps.google.com/?cid=1158431704144523395;bar;Carrer Mäxic, 8, 08304 Matar¢, Barcelona, Spain;41.5475739;2.4502492;Bar Frankfurt Mupe;;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.6 km;20 mins;ChIJESSWxDC1pBIROzrPSLbPJUk;https://maps.google.com/?cid=5270847320719571515;bar;Carrer Gibraltar, 24, 08304 Matar¢, Barcelona, Spain;41.5492043;2.452221;Got i Ganivet;658 90 87 74;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.7 km;22 mins;ChIJEcJOtzC1pBIRJLs2-r1MiJE;https://maps.google.com/?cid=10486716111162620708;bar;73 08304, Carrer de Pablo Picasso, 63, 08304 Matar¢, Barcelona, Spain;41.5496667;2.4514649;Cafeteria Picasso;;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.8 km;22 mins;ChIJEX6mhTC1pBIRpqaUeAkmS8U;https://maps.google.com/?cid=14216498470844671654;bar;Carrer del Poeta Josep Punsola, 20, 08304 Matar¢, Barcelona, Spain;41.5481656;2.4511664;Mohammad Ahsain Sanhaji;937 90 11 97;[u'bar', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.7 km;21 mins;ChIJv9v58jC1pBIRSZE4WZqe5LU;https://maps.google.com/?cid=13106775201314017609;bar;08304 Matar¢, Barcelona, Spain;41.5481811;2.4519031;Bar Snack Toni;;[u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.6 km;22 mins;ChIJ1-Ok9De1pBIRvAZGKSAHAAA;https://maps.google.com/?cid=7834712803004;bar;Carrer Foneria, 49, 08304 Matar¢, Barcelona, Spain;41.5537546;2.450639;Ca La Maria;937 55 13 62;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.5 km;20 mins;ChIJ-XXZOTa1pBIR-imCE1xdsY0;https://maps.google.com/?cid=10210044480271297018;bar;Cam° de Ca la Madrona, 20, 08304 Matar¢, Barcelona, Spain;41.554526;2.454693;Sweet Express SA;937 55 31 11;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.sidral.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.6 km;20 mins;ChIJe5ZaEzm1pBIR7Ct3qgMx0WQ;https://maps.google.com/?cid=7264641565739920364;bar;Carrer Gänere de Punt, 11, 08304 Matar¢, Barcelona, Spain;41.5533784;2.4511503;Distribuciones Delfin Garcia SL;937 90 63 04;[u'point_of_interest', u'establishment'];http://www.distribucionesdelfin.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;14 mins;2.0 km;29 mins;ChIJe6FmD0a1pBIRbAgcN9Hgyno;https://maps.google.com/?cid=8848131607100131436;bar;Carrer de Vallveric, 89, 08304 Matar¢, Barcelona, Spain;41.5595593;2.4501014;Abanik Producciones SL;937 96 17 53;[u'point_of_interest', u'establishment'];http://www.abanik.com/es/quienes-somos.html;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;3 mins;0.5 km;6 mins;ChIJQwlZs0q1pBIR8fuhE9zCEP0;https://maps.google.com/?cid=18235289141701114865;bar;Carrer del Tennis, 1, 08304 Matar¢, Barcelona, Spain;41.5558994;2.4603485;Club de Tenis Matar¢;937 96 09 56;[u'point_of_interest', u'establishment'];http://www.escolatenismataro.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;7 mins;1.5 km;18 mins;ChIJKZ3d2Ta1pBIRHdfhE05Go1c;https://maps.google.com/?cid=6314968403658528541;bar;Carrer Energia, 7, 08304 Matar¢, Barcelona, Spain;41.5507964;2.4532268;Gr†ficas Igm;932 22 41 18;[u'store', u'point_of_interest', u'establishment'];https://www.graficasigm.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;7 mins;1.4 km;18 mins;ChIJh-6yxja1pBIRCB3KWcfHeS8;https://maps.google.com/?cid=3420985050983439624;bar;Carrer Energia, 6, 08304 Matar¢, Barcelona, Spain;41.5510573;2.4539694;La Tardor;;[u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.5 km;19 mins;ChIJR9VOpTe1pBIR-5z2bM5kvHQ;https://maps.google.com/?cid=8411709041775385851;bar-restaurante;Cam° de Ca la Madrona, 4, 08304 Matar¢, Barcelona, Spain;41.5530851;2.4524805;El nou raco;;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;14 mins;2.1 km;26 mins;ChIJ0du7tcVKuxIRz2FGU4qqZhs;https://maps.google.com/?cid=1974452997727871439;bar-restaurante;Veãnat de Mata, 59, 08301 Matar¢, Barcelona, Spain;41.5486283;2.4723128;Les Cinc Senies;937 90 70 77;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://lescincsenies.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.8 km;22 mins;ChIJWa4H9TC1pBIRp3LCRe55cmk;https://maps.google.com/?cid=7598269585606996647;restaurant;Carrer Alcalde Rafael Carreras, 2, 08304 Matar¢, Barcelona, Spain;41.5478005;2.451908;Dit i Fet;937 55 30 48;[u'bar', u'point_of_interest', u'establishment'];http://blogditifet.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;7 mins;1.3 km;16 mins;ChIJ1ZOgoza1pBIRPdE4RNPF_tw;https://maps.google.com/?cid=15924382843601998141;restaurant;Ctra. de Mata, 111, 08304 Matar¢, Barcelona, Spain;41.5511431;2.4548324;Grupeber;937 90 87 87;[u'store', u'point_of_interest', u'establishment'];;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;9 mins;1.8 km;22 mins;ChIJj9DrhDC1pBIRtgptJjSBdiw;https://maps.google.com/?cid=3203890245903649462;restaurant;Carrer del Poeta Josep Punsola, 35, 08304 Matar¢, Barcelona, Spain;41.5483943;2.4508167;Condis;937 96 15 47;[u'bakery', u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.condis.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;4 mins;0.9 km;13 mins;ChIJ2YxRj8lKuxIRivm176cV44U;https://maps.google.com/?cid=9647578637783136650;restaurant;Urbanitzaci¢ Can Quirze, Can Quirze, 90, 08304 Matar¢, Barcelona, Spain;41.553032;2.46569;Residäncia el Mirador de Matar¢;937 55 10 91;[u'point_of_interest', u'establishment'];http://www.residenciaelmirador.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
comidas preparadas;8 mins;1.4 km;19 mins;ChIJvcJbXxi0pBIRCSWqU11RTyo;https://maps.google.com/?cid=3048744934030583049;restaurant;Carrer Foneria, 22, 08304 Matar¢, Barcelona, Spain;41.5541365;2.4530379;Eudec;937 03 28 28;[u'food', u'point_of_interest', u'establishment'];http://www.eudecfood.com/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
vegetales y derivados;9 mins;1.8 km;22 mins;ChIJj9DrhDC1pBIRtgptJjSBdiw;https://maps.google.com/?cid=3203890245903649462;fruteria;Carrer del Poeta Josep Punsola, 35, 08304 Matar¢, Barcelona, Spain;41.5483943;2.4508167;Condis;937 96 15 47;[u'bakery', u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.condis.es/;Carrer d'en Passet, 16, 08304 Matar¢, Barcelona;1;41.556094;2.464406;Escola Meritxell
